PSR_ID,lat,lon,area_km2,n_overview_px,mean_slope_deg,mean_roughness_rms_m,mean_illumination_fraction,mean_hazard_score
SP_824430_1935820,-82.443,193.582,5.501,36,17.04916665494951,161.05442065141023,0.0,0.6408493672328893
SP_804650_0491050,-80.465,49.105,17.993,113,16.612329894054003,168.8185872294884,0.0,0.6434467229565757
SP_833910_3116550,-83.391,311.655,7.913,52,17.112588474478958,164.95577374251917,0.0,0.644910920543732
SP_809640_3141160,-80.964,314.116,11.815,72,16.87356328203253,170.49315283139777,0.0,0.6474699350381897
SP_814440_3172250,-81.444,317.226,98.377,597,16.679435221463482,173.43396307225873,0.0,0.6481744190118779
SP_832830_2218380,-83.282,221.839,11.452,69,17.292865321409906,168.0264378323662,0.0,0.6493777148143501
SP_820100_2831290,-82.01,283.129,8.016,52,17.317904453105537,170.89522847994556,0.0,0.6521538943823357
SP_814860_0681830,-81.486,68.183,11.279,67,17.034734536278776,174.82382521407504,0.0,0.6528627782526315
SP_823430_2318760,-82.343,231.876,5.126,30,17.692150869170575,167.92214311046277,0.0,0.6531757491806057
SP_802980_2902000,-80.298,290.2,5.069,30,17.466783463376874,170.4339450340486,0.0,0.6531972012982368
SP_821070_1910430,-82.107,191.043,7.701,45,17.33595408034715,171.99391592449982,0.0,0.6532995379355836
SP_862290_2910480,-86.229,291.048,5.35,34,18.861859095060073,159.2374921173427,0.0,0.6569059971252126
SP_838740_2774750,-83.874,277.475,9.364,57,17.910865093928027,169.8830204841616,0.0,0.6570374350589828
SP_843960_1621040,-84.396,162.104,32.076,197,17.127597730146434,178.96850999499,0.0,0.6574259528614413
SP_875750_3329770,-87.575,332.977,11.268,69,17.655038506789563,176.1181213975775,0.0,0.6600486268102994
SP_837200_2975300,-83.72,297.531,10.094,63,17.88386440769618,173.92999707772398,0.0,0.6603465742342888
SP_811330_2793740,-81.133,279.374,7.805,48,17.830237435236892,175.7475701430203,0.0,0.6614284468475158
SP_812330_0660150,-81.233,66.015,17.099,105,17.419187537015954,180.81805301148933,0.0,0.6618993660369451
SP_835040_2720960,-83.504,272.097,14.886,91,17.945744611844614,175.97548423001516,0.0,0.6627549670276502
SP_840570_2974330,-84.057,297.433,8.37,50,18.04395799129136,175.32082649943553,0.0,0.6631339689988949
SP_820160_2631910,-82.016,263.191,7.2,42,18.076308881623817,174.99624683619632,0.0,0.6631626510129585
SP_823970_0589970,-82.397,58.997,7.373,44,18.10648596394474,176.5005518292222,0.0,0.6647844796122255
SP_813110_2434290,-81.311,243.429,8.583,52,18.11165541274569,177.53919369296895,0.0,0.6657516350752212
SP_841710_1745910,-84.171,174.591,5.836,36,18.439954721132874,174.16879070782196,0.0,0.6659751384897894
SP_803140_1948670,-80.314,194.867,26.77,162,17.662712575505765,184.16037489012538,0.0,0.6672221520646019
SP_837240_2836250,-83.723,283.625,11.088,66,18.167867361951934,178.93642482403155,0.0,0.6675325996250865
SP_805640_3296770,-80.564,329.677,5.933,37,18.376467480648273,178.02515961855931,0.0,0.6687605563266744
SP_804280_1769430,-80.428,176.943,9.029,54,18.34771149959921,178.9833986301873,0.0,0.6693262184717363
SP_873890_2512470,-87.389,251.247,46.933,289,17.955407098686567,186.33876569338335,0.0,0.6719965964050498
SP_828910_2713550,-82.891,271.356,73.786,452,18.023427615805016,188.21162712772608,0.0,0.6743124382606615
SP_820270_2146540,-82.027,214.654,7.132,44,18.811872196733106,181.0858887880586,0.0,0.6757041990360366
SP_839950_3514880,-83.995,351.488,13.273,80,18.396598171097622,187.12832435607478,0.0,0.6769918901152321
SP_824630_2701340,-82.463,270.134,11.143,101,18.26946826357257,189.00546556306293,0.0,0.677410230207203
SP_820970_2909760,-82.097,290.976,9.187,54,18.784564579773075,184.12160787577818,0.0,0.6781177281936425
SP_813450_1950160,-81.345,195.016,7.512,44,18.50200212936067,187.69499308500028,0.0,0.6785189912503894
SP_836320_2801250,-83.631,280.125,43.056,259,18.658662786196775,189.26231330315042,0.0,0.681428725668302
SP_858910_0680440,-85.89,68.043,17.276,104,19.055277786408087,187.74677639360345,0.0,0.6839550625226709
SP_853430_1441490,-85.343,144.149,9.076,57,19.205427007534347,186.14609557881764,0.0,0.6840050180710113
SP_825510_3282650,-82.551,328.265,7.963,47,19.10700732531466,187.26752152371367,0.0,0.6840360144860678
SP_826030_1728380,-82.603,172.838,7.909,48,19.31975914375548,187.17157192638388,0.0,0.6860240848266402
SP_843890_1402790,-84.389,140.279,9.882,65,19.38469218797864,186.67461366230978,0.0,0.6862180472457935
