Latitude(deg.),Longitude(deg.),Slant_Range(m),Incidence_Angle(deg.)
-83.213250,76.911350,112450.405706,28.267582
-83.210526,76.722163,112753.842292,28.601974
-83.207945,76.548196,113057.341261,28.902286
-83.237238,78.884084,110652.753959,24.424290
-83.232445,78.415643,110948.109977,25.365956
-83.228332,78.046976,111246.909597,26.093032
-83.224612,77.734696,111547.049463,26.698041
-83.220858,77.435722,111847.448493,27.274503
-83.216936,77.137831,112148.070787,27.849142
-83.213842,76.914503,112450.688263,28.259333
-83.211121,76.725418,112753.773764,28.593552
-83.208530,76.550665,113057.536038,28.895492
-83.237836,78.889442,110652.657087,24.411920
-83.233083,78.424300,110948.299416,25.346208
-83.228937,78.052053,111246.920180,26.080968
-83.225223,77.739969,111547.086252,26.685444
-83.221484,77.441903,111847.720540,27.259756
-83.217564,77.143920,112148.187061,27.834535
-83.214426,76.917097,112450.526352,28.252440
-83.211714,76.728609,112753.835189,28.585239
-83.209123,76.553730,113057.594139,28.887420
-83.238461,78.897623,110653.116226,24.393344
-83.233713,78.432188,110948.566173,25.328112
-83.229542,78.057181,111247.170923,26.068734
-83.225862,77.747718,111547.331467,26.667388
-83.222104,77.447674,111847.878293,27.245943
-83.218185,77.149473,112148.409108,27.821080
-83.215010,76.919672,112450.809575,28.245470
-83.212313,76.732172,112754.085299,28.576054
-83.209714,76.556685,113057.762876,28.879563
-83.239200,78.917996,110653.571940,24.348533
-83.234359,78.441656,110948.816459,25.306605
-83.230147,78.062261,111247.303938,26.056638
-83.226462,77.752041,111547.567437,26.656822
-83.222723,77.453380,111848.033603,27.232277
-83.218803,77.154734,112148.547525,27.808296
-83.215605,76.923108,112450.766879,28.236691
-83.212908,76.735445,112754.206588,28.567547
-83.210322,76.560791,113057.748172,28.869214
-83.239805,78.924086,110653.829956,24.334522
-83.235002,78.450894,110949.045688,25.285609
-83.230745,78.066744,111247.447285,26.045843
-83.227039,77.754520,111547.663777,26.650322
-83.223343,77.459124,111848.189572,27.218533
-83.219421,77.160082,112148.694842,27.795321
-83.216204,76.926799,112450.816426,28.227326
-83.213498,76.738396,112754.381248,28.559737
-83.210923,76.564360,113057.918506,28.860003
-83.240449,78.934390,110654.076368,24.311452
-83.235645,78.460056,110949.216671,25.264799
-83.231339,78.070826,111247.559467,26.035932
-83.227648,77.759658,111547.627378,26.638052
-83.223962,77.464879,111848.335013,27.204772
-83.220034,77.165052,112148.799279,27.783194
-83.216803,76.930529,112451.041012,28.217829
-83.214083,76.740968,112754.462278,28.552791
-83.211511,76.567108,113057.952908,28.852644
-83.241064,78.941632,110654.299670,24.294982
-83.236282,78.468692,110949.479236,25.245112
-83.231941,78.075733,111247.612637,26.024241
-83.228270,77.765941,111547.861882,26.623217
-83.224583,77.470673,111848.486264,27.190926
-83.220646,77.169880,112148.966178,27.771365
-83.217403,76.934289,112451.172225,28.208297
-83.214664,76.743255,112754.483332,28.546493
-83.212103,76.570105,113058.139526,28.844697
-83.241669,78.947844,110654.366285,24.280768
-83.236916,78.477112,110949.723567,25.225905
-83.232645,78.089770,111248.075058,25.992598
-83.228880,77.771224,111547.969698,26.610600
-83.225202,77.476453,111848.649675,27.177113
-83.221267,77.175455,112149.178145,27.757884
-83.217999,76.937744,112451.290518,28.199439
-83.215247,76.745685,112754.490813,28.539884
-83.212688,76.572591,113058.230310,28.837904
-83.242275,78.954051,110654.548237,24.266541
-83.237547,78.485218,110949.917764,25.207396
-83.233259,78.095757,111248.092661,25.978579
-83.229488,77.776323,111548.167128,26.598365
-83.225822,77.482194,111848.816514,27.163387
-83.221865,77.179260,112149.179905,27.748355
-83.218585,76.940505,112451.401627,28.192116
-83.215833,76.748359,112754.567118,28.532719
-83.213267,76.574705,113058.296434,28.831943
-83.242877,78.959883,110654.691089,24.253134
-83.238187,78.494182,110950.117212,25.187035
-83.233868,78.101238,111248.304427,25.965614
-83.230102,77.781909,111548.341514,26.585078
-83.226440,77.487870,111848.968437,27.149814
-83.222444,77.181588,112149.309994,27.742036
-83.219209,76.946093,112451.409215,28.178596
-83.216419,76.750988,112754.603954,28.525666
-83.213847,76.576826,113058.363133,28.825965
-83.243489,78.966867,110654.959280,24.237225
-83.238835,78.503950,110950.424170,25.164918
-83.234480,78.107068,111248.402544,25.951926
-83.230722,77.788014,111548.433139,26.570684
-83.227057,77.493408,111849.140278,27.136538
-83.223037,77.185045,112149.477859,27.733232
-83.219816,76.950386,112451.536429,28.167901
-83.217006,76.753748,112754.639063,28.518325
-83.214427,76.578939,113058.441972,28.820005
-83.244218,78.986384,110655.476492,24.194343
-83.239467,78.512220,110950.651694,25.146064
-83.235094,78.112971,111248.638829,25.938045
-83.231342,77.794140,111548.596886,26.556229
-83.227674,77.498961,111849.179916,27.123269
-83.223641,77.189276,112149.531453,27.722758
-83.220415,76.954108,112451.642744,28.158468
-83.217593,76.756493,112754.901187,28.510957
-83.215010,76.581346,113058.604230,28.813373
-83.244831,78.993415,110655.617763,24.178379
-83.240083,78.518839,110950.788588,25.130808
-83.235696,78.117913,111248.798115,25.926277
-83.231956,77.799832,111548.737784,26.542731
-83.228284,77.504031,111849.344164,27.111030
-83.224282,77.196434,112149.684125,27.705833
-83.221013,76.957773,112451.754073,28.149164
-83.218184,76.759456,112754.976482,28.503162
-83.215594,76.583737,113058.703675,28.806793
-83.245477,79.004119,110655.913712,24.154497
-83.240680,78.523685,110951.050899,25.119355
-83.236288,78.121910,111248.944109,25.916568
-83.232560,77.804572,111548.849386,26.531320
-83.228893,77.508921,111849.484339,27.099191
-83.224952,77.205804,112149.949156,27.684027
-83.221609,76.961282,112451.811068,28.140218
-83.218774,76.762465,112754.918664,28.495303
-83.216173,76.585866,113058.686721,28.800827
-83.246058,79.007794,110655.697810,24.145832
-83.241281,78.528920,110951.137885,25.107108
-83.236888,78.126658,111249.097637,25.905227
-83.233172,77.810029,111549.119466,26.518307
-83.229498,77.513527,111849.724014,27.087953
-83.225599,77.213447,112150.204987,27.666023
-83.222203,76.964672,112452.090999,28.131475
-83.219374,76.766143,112755.042066,28.485923
-83.216756,76.588254,113058.665880,28.794292
-83.246634,79.010927,110655.828788,24.138249
-83.241876,78.533593,110951.334011,25.096053
-83.237496,78.132087,111249.134003,25.892441
-83.233764,77.813767,111549.177436,26.509098
-83.230112,77.518888,111849.755137,27.075121
-83.226223,77.219324,112150.252831,27.651956
-83.222805,76.968580,112452.021487,28.121692
-83.219976,76.769949,112755.180285,28.476258
-83.217343,76.590893,113058.891955,28.787137
-83.247298,79.023553,110656.453593,24.110185
-83.242472,78.538351,110951.339605,25.084861
-83.238122,78.139204,111249.387124,25.875940
-83.234340,77.816191,111549.204593,26.502763
-83.230726,77.524245,111849.938176,27.062260
-83.226836,77.224350,112150.431091,27.639724
-83.223402,76.972219,112452.154122,28.112448
-83.220572,76.773344,112755.352091,28.467492
-83.217940,76.594231,113058.976255,28.778479
-83.247933,79.033101,110656.652557,24.088834
-83.243096,78.545836,110951.541330,25.067738
-83.238751,78.146602,111249.527062,25.858863
-83.234925,77.819351,111549.358149,26.494791
-83.231337,77.529364,111850.147910,27.049917
-83.227446,77.229117,112150.579990,27.628071
-83.223998,76.975684,112452.297800,28.103584
-83.221163,76.776359,112755.284925,28.459629
-83.218534,76.597370,113059.030588,28.770273
-83.248549,79.040565,110656.853490,24.071958
-83.243789,78.560195,110951.998623,25.035725
-83.239386,78.154493,111249.736353,25.840707
-83.235528,77.824076,111549.543338,26.483406
-83.231946,77.534271,111850.183770,27.038085
-83.228057,77.233924,112150.689071,27.616345
-83.224590,76.978939,112452.407457,28.095195
-83.221747,76.778884,112755.590453,28.452746
-83.219135,76.601026,113059.082877,28.760929
-83.249177,79.049424,110657.086312,24.052091
-83.244390,78.565454,110952.089018,25.023446
-83.240019,78.162283,111249.987151,25.822764
-83.236158,77.831100,111549.668525,26.467034
-83.232564,77.540004,111850.314439,27.024429
-83.228665,77.238568,112150.932446,27.604943
-83.225180,76.982003,112452.474801,28.087238
-83.222334,76.781645,112755.549137,28.445441
-83.219725,76.603934,113059.229616,28.753208
-83.249783,79.055867,110657.268580,24.037419
-83.244996,78.571201,110952.193321,25.010114
-83.240664,78.171140,111250.129440,25.802539
-83.236801,77.839236,111549.814101,26.448242
-83.233171,77.544824,111850.502975,27.012756
-83.229277,77.243528,112151.021072,27.592894
-83.225769,76.985030,112452.541335,28.079363
-83.222935,76.785436,112755.694156,28.435816
-83.220308,76.606312,113059.293290,28.746681
-83.250385,79.061900,110657.392903,24.023643
-83.245617,78.578495,110952.392488,24.993428
-83.241307,78.179862,111250.406993,25.782581
-83.237433,77.846499,111550.112814,26.431316
-83.233774,77.549304,111850.666043,27.001833
-83.229892,77.248700,112151.098972,27.580384
-83.226359,76.988050,112452.802109,28.071456
-83.223536,76.789199,112755.820258,28.426262
-83.220896,76.609001,113059.406501,28.739454
-83.250981,79.067244,110657.581997,24.011332
-83.246236,78.585534,110952.570834,24.977301
-83.241951,78.188679,111250.609801,25.762444
-83.238063,77.853578,111550.288724,26.414829
-83.234374,77.553484,111850.864243,26.991559
-83.230506,77.253777,112151.326835,27.568047
-83.226953,76.991450,112452.865009,28.062766
-83.224134,76.792711,112755.873868,28.417284
-83.221482,76.611613,113059.486350,28.732410
-83.251575,79.072420,110657.708609,23.999399
-83.246858,78.592944,110952.773826,24.960374
-83.242588,78.196916,111250.874615,25.743555
-83.238689,77.860347,111550.499562,26.399010
-83.234981,77.558291,111850.821464,26.979983
-83.231125,77.259264,112151.449748,27.554843
-83.227549,76.994978,112452.940966,28.053795
-83.224733,76.796364,112755.990646,28.407978
-83.222065,76.613976,113059.527933,28.725927
-83.252169,79.077538,110657.821607,23.987596
-83.247548,78.607118,110953.125892,24.928840
-83.243208,78.203524,111251.093577,25.728211
-83.239293,77.865183,111550.674022,26.387409
-83.235589,77.563205,111851.057073,26.968103
-83.231745,77.264854,112151.592483,27.541412
-83.228144,76.998404,112453.068149,28.045037
-83.225328,76.799708,112756.078009,28.399364
-83.222648,76.616361,113059.542162,28.719403
-83.252772,79.083617,110657.978975,23.973727
-83.248170,78.614595,110953.358535,24.911776
-83.243813,78.208868,111251.182453,25.715640
-83.239898,77.870088,111550.703251,26.375699
-83.236207,77.568929,111851.203364,26.954484
-83.232363,77.270325,112151.757440,27.528242
-83.228737,77.001728,112453.183915,28.036506
-83.225924,76.803084,112756.198702,28.390671
-83.223233,76.618880,113059.585722,28.712576
-83.253379,79.090184,110658.165666,23.958812
-83.248777,78.620507,110953.527705,24.898102
-83.244411,78.213421,111251.324211,25.704772
-83.240511,77.875716,111550.951023,26.362366
-83.236835,77.575524,111851.316235,26.938975
-83.232980,77.275630,112151.927431,27.515436
-83.229331,77.005126,112453.235745,28.027833
-83.226519,76.806406,112756.345811,28.382092
-83.223819,76.621489,113059.662936,28.705544
-83.253976,79.095781,110658.233322,23.946005
-83.249393,78.627363,110953.664639,24.882406
-83.245004,78.217609,111251.484435,25.694693
-83.241114,77.880513,111550.981637,26.350896
-83.237468,77.582517,111851.513394,26.922584
-83.233595,77.280830,112152.085317,27.502866
-83.229927,77.008665,112453.293152,28.018851
-83.227111,76.809569,112756.461395,28.373875
-83.224405,76.624125,113059.759301,28.698450
-83.254560,79.099754,110658.191632,23.936699
-83.250037,78.637040,110953.942599,24.860610
-83.245601,78.222139,111251.537055,25.683904
-83.241712,77.884784,111551.117709,26.340547
-83.238103,77.589644,111851.755958,26.905892
-83.234209,77.285982,112152.209818,27.490414
-83.230523,77.012215,112453.351932,28.009846
-83.227701,76.812523,112756.551840,28.366124
-83.224992,76.626812,113059.882791,28.691235
-83.255235,79.113928,110658.787879,23.905427
-83.250654,78.644011,110954.173148,24.844655
-83.246200,78.226936,111251.705735,25.672509
-83.242292,77.887612,111551.322154,26.333316
-83.238739,77.596877,111851.908824,26.888999
-83.234825,77.291290,112152.348205,27.477619
-83.231119,77.015783,112453.411035,28.000805
-83.228293,76.815649,112756.448062,28.358050
-83.225576,76.629237,113060.047501,28.684589
-83.255843,79.120723,110658.997708,23.890040
-83.251266,78.650515,110954.314249,24.829734
-83.246814,78.232995,111251.856202,25.658395
-83.242899,77.892686,111551.340771,26.321255
-83.239369,77.603690,111852.165003,26.873000
-83.235441,77.296577,112152.544614,27.464859
-83.231713,77.019141,112453.659716,27.992175
-83.228872,76.817810,112756.593840,28.352029
-83.226156,76.631414,113060.126604,28.678513
-83.256432,79.125396,110659.024685,23.879233
-83.251885,78.657711,110954.510044,24.813313
-83.247456,78.241787,111252.043926,25.638361
-83.243543,77.901054,111551.623982,26.301979
-83.239999,77.610402,111852.315410,26.857254
-83.236052,77.301531,112152.657278,27.452855
-83.232310,77.022751,112453.737150,27.983039
-83.229443,76.819428,112756.806273,28.347186
-83.226732,76.633304,113060.166721,28.673079
-83.257024,79.130374,110659.223660,23.867739
-83.252513,78.665828,110954.765877,24.794903
-83.248126,78.253110,111252.409941,25.612821
-83.244150,77.906220,111551.704561,26.289712
-83.240624,77.616765,111852.461653,26.842273
-83.236659,77.306142,112152.663192,27.441631
-83.232907,77.026362,112453.807675,27.973906
-83.230018,76.821348,112756.765047,28.341749
-83.227308,76.635170,113060.190780,28.667705
-83.257621,79.135940,110659.426397,23.854988
-83.253138,78.673606,110954.976936,24.777238
-83.248761,78.261272,111252.548315,25.594178
-83.244751,77.910859,111551.891040,26.278565
-83.241239,77.622301,111852.583207,26.829104
-83.237263,77.310515,112152.834420,27.430887
-83.233503,77.029950,112453.886549,27.964823
-83.230597,76.823487,112756.901315,28.335783
-83.227884,76.637076,113060.170035,28.662257
-83.258222,79.141912,110659.541237,23.841396
-83.253754,78.680542,110955.111234,24.761407
-83.249392,78.269009,111252.763066,25.576440
-83.245406,77.920151,111552.021986,26.257337
-83.241846,77.627218,111852.704457,26.817287
-83.237899,77.317350,112152.972956,27.414772
-83.234098,77.033446,112453.950099,27.955948
-83.231193,76.826950,112756.988485,28.326925
-83.228460,76.638980,113060.390179,28.656745
-83.258815,79.147047,110659.624089,23.829602
-83.254366,78.687050,110955.280290,24.746493
-83.250023,78.276762,111253.014914,25.558666
-83.246074,77.930708,111552.294155,26.233337
-83.242450,77.631814,111852.962646,26.806135
-83.238544,77.325013,112153.187061,27.396835
-83.234691,77.036754,112454.190890,27.947441
-83.231792,76.830585,112757.055991,28.317697
-83.229042,76.641290,113060.430144,28.650394
-83.259408,79.152133,110659.765733,23.817901
-83.254978,78.693574,110955.438684,24.731551
-83.250654,78.284566,111253.160399,25.540812
-83.246714,77.938775,111552.607709,26.214736
-83.243056,77.636680,111853.054575,26.794442
-83.239180,77.331950,112153.451555,27.380477
-83.235290,77.040575,112454.167861,27.937881
-83.232394,76.834432,112757.198368,28.307984
-83.229623,76.643536,113060.339165,28.644220
-83.260002,79.157419,110659.922672,23.805773
-83.255590,78.700173,110955.594588,24.716453
-83.251279,78.291844,111253.442025,25.524068
-83.247347,77.946275,111552.707155,26.197425
-83.243664,77.641633,111853.137709,26.782565
-83.239809,77.338290,112153.690922,27.365433
-83.235891,77.044475,112454.299149,27.928110
-83.232996,76.838377,112757.147499,28.298113
-83.230211,76.646326,113060.415847,28.636805
-83.260597,79.162723,110660.024929,23.793622
-83.256200,78.706567,110955.868805,24.701772
-83.251903,78.298952,111253.653454,25.507712
-83.247959,77.951848,111552.936496,26.184265
-83.244274,77.646793,111853.232467,26.770238
-83.240412,77.342678,112153.806777,27.354689
-83.236501,77.049089,112454.400843,27.916784
-83.233593,76.841848,112757.296980,28.289227
-83.230807,76.649637,113060.541012,28.628233
-83.261184,79.167199,110660.073168,23.783256
-83.256813,78.713230,110956.018810,24.686546
-83.252523,78.305725,111253.860907,25.492085
-83.248562,77.956717,111553.116354,26.172645
-83.244885,77.651980,111853.508071,26.757808
-83.241014,77.346907,112153.815128,27.344322
-83.237108,77.053544,112454.530968,27.905803
-83.234187,76.845116,112757.449892,28.280789
-83.231402,76.652934,113060.675670,28.619691
-83.261765,79.170964,110660.100105,23.774414
-83.257426,78.719880,110956.172644,24.671351
-83.253129,78.311186,111253.979662,25.479318
