Latitude(deg.),Longitude(deg.),Slant_Range(m),Incidence_Angle(deg.)
-83.184089,77.591223,111234.422858,27.171780
-83.180132,77.284716,111534.628080,27.771952
-83.176779,77.037895,111836.470274,28.239406
-83.174098,76.849147,112139.735403,28.576821
-83.171629,76.680806,112443.528041,28.868085
-83.169193,76.518856,112747.535580,29.144514
-83.166451,76.339834,113051.063095,29.458776
-83.192433,78.246730,110635.682383,25.878716
-83.188721,77.925564,110934.908677,26.509731
-83.184742,77.599843,111234.619988,27.151542
-83.180773,77.291920,111534.860633,27.754721
-83.177454,77.047390,111836.668640,28.216989
-83.174699,76.852938,112139.833645,28.567100
-83.172220,76.683737,112443.623841,28.860247
-83.169791,76.522269,112747.525829,29.135596
-83.167028,76.341684,113051.273502,29.453252
-83.193047,78.252843,110635.878839,25.864266
-83.189319,77.929930,110934.959451,26.499057
-83.185397,77.608617,111234.899540,27.130951
-83.181424,77.299953,111535.066378,27.735660
-83.178077,77.052930,111836.991327,28.203360
-83.175297,76.856505,112139.951244,28.557875
-83.172810,76.686684,112443.712331,28.852377
-83.170397,76.526179,112747.833424,29.125481
-83.167611,76.343965,113051.312496,29.446812
-83.193659,78.258797,110636.031675,25.850179
-83.189912,77.933835,110935.138282,26.489370
-83.186030,77.615663,111235.150354,27.114200
-83.182081,77.308448,111535.348220,27.715561
-83.178685,77.057415,111836.971088,28.192178
-83.175893,76.859935,112140.074243,28.548958
-83.173401,76.689646,112443.743349,28.844494
-83.171007,76.530402,112747.816195,29.114760
-83.168199,76.346567,113051.274983,29.439679
-83.194267,78.264417,110636.161423,25.836835
-83.190520,77.939057,110935.236471,26.476804
-83.186654,77.621860,111235.323266,27.099351
-83.182728,77.316126,111535.551596,27.697303
-83.179291,77.061690,111837.213517,28.181395
-83.176489,76.863353,112140.196169,28.540068
-83.173993,76.692702,112443.878600,28.836371
-83.171610,76.534157,112748.033864,29.105020
-83.168792,76.349517,113051.487934,29.431695
-83.194874,78.269826,110636.290279,25.823960
-83.191157,77.946806,110935.438060,26.458646
-83.187277,77.628065,111235.366344,27.084525
-83.183345,77.321518,111535.758270,27.684129
-83.179898,77.066065,111837.325219,28.170427
-83.177085,76.866763,112140.298748,28.531205
-83.174585,76.695697,112444.043964,28.828378
-83.172213,76.537832,112748.075938,29.095513
-83.169393,76.352971,113051.556746,29.422630
-83.195479,78.275140,110636.432491,25.811292
-83.191795,77.954703,110935.722790,26.440148
-83.187893,77.633641,111235.661859,27.071025
-83.183958,77.326610,111535.802551,27.671666
-83.180504,77.070397,111837.329978,28.159589
-83.177683,76.870346,112140.463547,28.521939
-83.175173,76.698513,112444.131180,28.820809
-83.172804,76.540723,112748.263803,29.087714
-83.169998,76.356712,113051.687843,29.412907
-83.196084,78.280438,110636.574091,25.798663
-83.192433,77.962572,110935.895985,26.421746
-83.188508,77.639121,111235.700671,27.057812
-83.184566,77.331279,111535.929247,27.660122
-83.181093,77.073453,111837.556301,28.151530
-83.178278,76.873755,112140.569081,28.513082
-83.175762,76.701324,112444.215552,28.813253
-83.173390,76.543257,112748.383935,29.080736
-83.170610,76.360945,113051.620311,29.402142
-83.196694,78.286275,110636.800487,25.784834
-83.193066,77.970023,110936.137411,26.404253
-83.189133,77.645543,111235.971602,27.042457
-83.185173,77.335851,111536.030450,27.648804
-83.181686,77.076773,111837.704717,28.142908
-83.178872,76.877025,112140.635731,28.504545
-83.176350,76.704076,112444.283429,28.805835
-83.173970,76.545452,112748.481869,29.074520
-83.171211,76.364465,113051.805688,29.392903
-83.197341,78.295485,110637.230306,25.763560
-83.193699,77.977494,110936.267660,26.386750
-83.189766,77.652524,111236.165806,27.025894
-83.185778,77.340271,111536.290245,27.637786
-83.182284,77.080432,111837.744551,28.133566
-83.179466,76.880344,112140.723957,28.495898
-83.176939,76.706885,112444.351677,28.798292
-83.174547,76.547305,112748.488581,29.069097
-83.171802,76.367265,113051.933546,29.385289
-83.198020,78.307742,110637.513519,25.735652
-83.194330,77.984843,110936.466069,26.369505
-83.190398,77.659520,111236.232194,27.009334
-83.186387,77.345009,111536.313329,27.626125
-83.182893,77.085033,111837.928280,28.122089
-83.180056,76.883340,112140.745254,28.487989
-83.177527,76.709680,112444.440170,28.790776
-83.175123,76.549181,112748.492475,29.063622
-83.172392,76.369986,113052.055014,29.377855
-83.198666,78.316939,110637.739793,25.714476
-83.194964,77.992416,110936.757999,26.351747
-83.191028,77.666279,111236.512698,26.993249
-83.187000,77.350096,111536.548848,27.613640
-83.183512,77.090348,111837.908186,28.109083
-83.180647,76.886374,112141.004497,28.479931
-83.178114,76.712358,112444.525435,28.783522
-83.175702,76.551251,112748.515009,29.057710
-83.172989,76.373226,113052.209040,29.369256
-83.199293,78.324364,110637.943130,25.697196
-83.195580,77.998364,110936.935198,26.337598
-83.191663,77.673540,111236.617727,26.976105
-83.187620,77.355769,111536.599520,27.599907
-83.184159,77.097757,111838.105417,28.091365
-83.181242,76.889774,112141.056657,28.471118
-83.178699,76.714910,112444.540764,28.776572
-83.176284,76.553494,112748.560463,29.051408
-83.173602,76.377561,113052.175279,29.358268
-83.199920,78.331818,110638.143219,25.679860
-83.196209,78.005493,110937.021104,26.320882
-83.192295,77.680505,111236.857227,26.959586
-83.188244,77.361735,111536.876114,27.585467
-83.184802,77.104961,111838.347169,28.074099
-83.181839,76.893281,112141.104916,28.462069
-83.179290,76.717885,112444.609076,28.768665
-83.176869,76.556036,112748.659754,29.044424
-83.174221,76.382318,113052.431717,29.346258
-83.200552,78.339755,110638.443680,25.661445
-83.196843,78.013134,110937.236396,26.303012
-83.192939,77.688521,111237.078147,26.940758
-83.188874,77.368159,111537.044018,27.570047
-83.185414,77.109742,111838.500139,28.062244
-83.182437,76.896854,112141.159535,28.452875
-83.179882,76.721001,112444.755020,28.760424
-83.177458,76.558776,112748.722880,29.037011
-83.174848,76.387616,113052.494660,29.333098
-83.201182,78.347508,110638.559116,25.643486
-83.197469,78.020061,110937.448773,26.286716
-83.193577,77.695969,111237.259898,26.923199
-83.189504,77.374625,111537.226451,27.554534
-83.186008,77.113168,111838.753585,28.053378
-83.183033,76.900380,112141.377658,28.443741
-83.180472,76.723887,112444.828396,28.752717
-83.178050,76.561744,112748.860839,29.029070
-83.175470,76.392506,113052.558894,29.320851
-83.201806,78.354683,110638.784804,25.626769
-83.198090,78.026478,110937.658633,26.271547
-83.194210,77.703091,111237.461683,26.906359
-83.190135,77.381224,111537.295562,27.538764
-83.186605,77.116856,111838.680951,28.044019
-83.183638,76.904489,112141.507031,28.433336
-83.181060,76.726695,112444.935816,28.745175
-83.178642,76.564748,112748.975493,29.021057
-83.176076,76.396376,113052.711861,29.310858
-83.202423,78.361174,110638.873171,25.611589
-83.198706,78.032570,110937.744869,26.257128
-83.194845,77.710378,111237.614859,26.889174
-83.190762,77.387444,111537.517132,27.523795
-83.187207,77.120880,111838.911691,28.033834
-83.184242,76.908528,112141.455568,28.423141
-83.181648,76.729441,112445.007769,28.737784
-83.179229,76.567320,112749.163318,29.013987
-83.176672,76.399512,113052.870671,29.302503
-83.203022,78.366053,110638.873122,25.599962
-83.199320,78.038379,110937.944150,26.243306
-83.195505,77.719766,111237.871148,26.867337
-83.191385,77.393375,111537.727297,27.509475
-83.187818,77.125598,111838.953640,28.022164
-83.184840,76.912081,112141.535068,28.413992
-83.182236,76.732212,112445.150422,28.730320
-83.179808,76.569409,112749.205738,29.008038
-83.177261,76.402248,113052.921346,29.295073
-83.203674,78.375832,110639.421982,25.577483
-83.199932,78.044084,110938.213721,26.229700
-83.196161,77.728835,111238.097420,26.846218
-83.192010,77.399432,111537.788766,27.494919
-83.188433,77.130697,111839.148560,28.009608
-83.185433,76.915373,112141.828255,28.405368
-83.182823,76.734908,112445.253305,28.723034
-83.180392,76.571838,112749.187687,29.001348
-83.177848,76.404838,113053.157555,29.287920
-83.204364,78.389370,110639.697366,25.546865
-83.200526,78.048240,110938.253022,26.219555
-83.196728,77.730434,111238.237353,26.841589
-83.192624,77.404629,111538.063275,27.482213
-83.189055,77.136218,111839.246749,27.996146
-83.186030,76.918919,112141.878764,28.396248
-83.183409,76.737586,112445.392804,28.715780
-83.180984,76.574830,112749.191033,28.993400
-83.178440,76.407702,113053.105209,29.280236
-83.205004,78.398127,110639.934995,25.526717
-83.201152,78.055196,110938.411377,26.203237
-83.197311,77.733315,111238.265893,26.834166
-83.193228,77.409030,111538.242480,27.471297
-83.189678,77.141942,111839.457320,27.982206
-83.186636,76.923077,112141.950174,28.385764
-83.183993,76.740091,112445.446419,28.708936
-83.181577,76.577873,112749.267226,28.985319
-83.179028,76.410325,113053.332830,29.273014
-83.205642,78.406782,110640.230062,25.506786
-83.201782,78.062493,110938.623693,26.186164
-83.197932,77.739449,111238.423130,26.819544
-83.193831,77.413387,111538.202248,27.460543
-83.190300,77.147556,111839.496535,27.968561
-83.187241,76.927269,112141.979234,28.375217
-83.184578,76.742664,112445.460502,28.701955
-83.182171,76.581009,112749.336082,28.977034
-83.179620,76.413269,113053.207234,29.265176
-83.206301,78.417361,110640.480585,25.482668
-83.202387,78.067605,110938.775340,26.173903
-83.198581,77.747992,111238.643551,26.799604
-83.194481,77.421532,111538.401167,27.441347
-83.190914,77.152523,111839.745794,27.956298
-83.187840,76.930904,112142.269575,28.365840
-83.185164,76.745311,112445.485634,28.694806
-83.182763,76.584031,112749.660608,28.968934
-83.180223,76.416893,113053.328910,29.255757
-83.206934,78.425581,110640.691196,25.463723
-83.203003,78.073674,110938.924167,26.159547
-83.199215,77.755242,111238.941958,26.782499
-83.195158,77.431848,111538.743925,27.417323
-83.191520,77.156879,111839.815620,27.945440
-83.188444,76.934994,112142.209776,28.355551
-83.185749,76.747857,112445.777619,28.687810
-83.183359,76.587290,112749.735709,28.960380
-83.180810,76.419463,113053.514912,29.248667
-83.207563,78.433372,110640.892310,25.445722
-83.203609,78.078888,110939.138575,26.147055
-83.199837,77.761496,111238.994909,26.767655
-83.195813,77.440352,111538.957876,27.397345
-83.192128,77.161420,111839.912647,27.934170
-83.189042,76.938627,112142.530895,28.346174
-83.186335,76.750522,112445.783217,28.680629
-83.183956,76.590601,112749.813184,28.951710
-83.181400,76.422252,113053.578012,29.241127
-83.208170,78.439076,110640.932034,25.432323
-83.204255,78.087671,110939.341540,26.126744
-83.200471,77.768773,111239.268396,26.750508
-83.196456,77.447927,111539.205197,27.379420
-83.192737,77.166065,111840.029971,27.922665
-83.189637,76.942062,112142.613932,28.337304
-83.186919,76.752985,112445.818213,28.673892
-83.184554,76.594086,112749.901193,28.942650
-83.181995,76.425328,113053.619750,29.232956
-83.208824,78.449178,110641.284303,25.409252
-83.204878,78.094396,110939.499747,26.110964
-83.201147,77.779619,111239.629427,26.725494
-83.197094,77.455131,111539.402723,27.362332
-83.193346,77.170662,111840.186299,27.911262
-83.190229,76.945188,112142.648031,28.329137
-83.187510,76.756023,112445.929573,28.665855
-83.185153,76.597579,112749.981649,28.933578
-83.182595,76.428791,113053.828390,29.223878
-83.209440,78.455860,110641.461398,25.393696
-83.205488,78.099966,110939.701036,26.097705
-83.201763,77.785381,111239.639617,26.711758
-83.197736,77.462697,111539.509960,27.344475
-83.193955,77.175313,111840.361237,27.899734
-83.190818,76.948199,112142.602337,28.321249
-83.188116,76.760148,112446.105267,28.655386
-83.185754,76.601182,112750.105042,28.924253
-83.183187,76.431757,113053.937399,29.215938
-83.210052,78.462074,110641.624944,25.379168
-83.206097,78.105494,110939.803664,26.084569
-83.202375,77.790768,111239.898752,26.698788
-83.198393,77.471401,111539.773556,27.324070
-83.194583,77.181364,111840.453124,27.885132
-83.191405,76.950982,112142.726646,28.313823
-83.188721,76.764117,112446.201710,28.645289
-83.186354,76.604769,112750.225666,28.914965
-83.183786,76.435101,113053.855185,29.207210
-83.210678,78.469569,110641.854307,25.361833
-83.206721,78.112317,110939.983874,26.068582
-83.202990,77.796521,111240.091482,26.685033
-83.199060,77.481007,111540.037744,27.301684
-83.195211,77.187481,111840.722036,27.870340
-83.192002,76.954596,112142.907097,28.304537
-83.189333,76.768675,112446.341091,28.633873
-83.186958,76.608586,112750.163864,28.905218
-83.184374,76.437750,113054.036962,29.199956
-83.211323,78.478917,110642.083266,25.340464
-83.207348,78.119511,110940.222906,26.051769
-83.203607,77.802371,111240.147786,26.671107
-83.199696,77.488121,111540.262132,27.284814
-83.195833,77.193175,111840.925443,27.856507
-83.192621,76.959750,112142.980125,28.291866
-83.189932,76.772283,112446.480086,28.624572
-83.187554,76.611857,112750.397881,28.896606
-83.184956,76.440025,113054.011739,29.193596
-83.211954,78.487035,110642.357652,25.321773
-83.207947,78.124120,110940.252985,26.040675
-83.204226,77.808373,111240.305838,26.656823
-83.200328,77.494849,111540.397678,27.268822
-83.196452,77.198570,111841.063943,27.843356
-83.193253,76.965937,112143.267811,28.276847
-83.190528,76.775682,112446.432089,28.615788
-83.188146,76.614874,112750.526297,28.888588
-83.185548,76.442917,113054.103225,29.185830
-83.212615,78.498017,110642.593918,25.296859
-83.208549,78.128930,110940.473096,26.029097
-83.204849,77.814831,111240.552606,26.641519
-83.200957,77.501400,111540.597174,27.253211
-83.197060,77.203167,111841.164149,27.831986
-83.193866,76.970741,112143.405113,28.264944
-83.191126,76.779209,112446.549790,28.606676
-83.188729,76.617246,112750.664669,28.882004
-83.186154,76.446832,113054.351937,29.175748
-83.213244,78.505949,110642.782735,25.278608
-83.209215,78.139648,110940.699195,26.004591
-83.205473,77.821278,111240.672581,26.626275
-83.201569,77.506569,111540.815191,27.240647
-83.197658,77.206938,111841.356653,27.822424
-83.194466,76.974530,112143.539256,28.255293
-83.191719,76.782369,112446.631832,28.598391
-83.189306,76.619237,112750.721864,28.876292
-83.186755,76.450355,113054.414049,29.166590
-83.213879,78.514453,110643.112663,25.259084
-83.209843,78.146937,110941.008470,25.987576
-83.206134,77.830947,111240.943335,26.603923
-83.202165,77.510402,111540.865008,27.231074
-83.198242,77.209697,111841.508941,27.815114
-83.195065,76.978238,112143.464601,28.245883
-83.192309,76.785321,112446.714873,28.590570
-83.189876,76.620636,112750.720036,28.871913
-83.187352,76.453628,113054.587824,29.157960
-83.214524,78.523984,110643.305750,25.237363
-83.210435,78.150967,110941.094243,25.977751
-83.206787,77.839928,111241.116691,26.583115
-83.202771,77.515063,111541.104040,27.219630
-83.198859,77.214942,111841.468912,27.802356
-83.195668,76.982256,112143.711306,28.235699
-83.192894,76.787880,112446.931833,28.583587
-83.190442,76.621856,112750.729986,28.867926
-83.187946,76.456691,113054.537255,29.149863
-83.215168,78.533363,110643.519848,25.215978
-83.211058,78.157811,110941.181173,25.961773
-83.207414,77.846785,111241.393803,26.566949
-83.203391,77.520876,111541.190098,27.205690
-83.199488,77.221203,111841.681104,27.787288
-83.196267,76.985979,112143.746174,28.226231
-83.193483,76.790758,112446.997349,28.575939
-83.191020,76.623842,112750.761722,28.862233
-83.188540,76.459759,113054.808021,29.141666
-83.215806,78.542213,110643.816797,25.195730
-83.211697,78.166101,110941.449427,25.942593
-83.208039,77.853402,111241.501734,26.551359
-83.204051,77.529946,111541.381517,27.184552
-83.200105,77.226445,111841.870626,27.774484
-83.196863,76.989500,112143.886784,28.217183
-83.194072,76.793699,112446.996885,28.568170
-83.191602,76.626133,112750.748968,28.855878
-83.189143,76.463495,113054.870065,29.132044
-83.216442,78.550889,110644.023641,25.175889
-83.212325,78.173417,110941.610078,25.925575
-83.208658,77.859515,111241.775787,26.536836
-83.204684,77.536884,111541.637090,27.168102
-83.200728,77.232259,111841.949391,27.760447
-83.197474,76.994123,112144.028341,28.205694
-83.194667,76.796970,112447.112455,28.559638
-83.192190,76.628914,112751.032788,28.848352
-83.189751,76.467509,113054.939480,29.121804
-83.217080,78.559835,110644.314808,25.155446
-83.212947,78.180184,110941.808578,25.909754
-83.209275,77.865405,111241.864464,26.522853
-83.205317,77.543809,111541.842546,27.151696
-83.201359,77.238643,111842.082266,27.745142
-83.198086,76.998857,112144.163592,28.193964
-83.195260,76.800186,112447.164970,28.551248
-83.192788,76.632312,112750.958046,28.839559
-83.190346,76.470632,113054.912587,29.113574
-83.217727,78.569594,110644.522170,25.133265
-83.213560,78.186073,110941.973530,25.895863
-83.209876,77.869977,111241.933971,26.511769
-83.205953,77.550963,111541.945541,27.134820
-83.201994,77.245316,111842.258930,27.729191
-83.198685,77.002599,112144.234357,28.184455
-83.195854,76.803426,112447.257009,28.542797
-83.193373,76.634854,112751.079054,28.832613
-83.190932,76.473131,113055.018709,29.106695
-83.218382,78.580166,110644.818309,25.109304
-83.214162,78.191079,110942.067680,25.883924
-83.210468,77.873725,111242.290640,26.502420
-83.206584,77.557713,111542.161960,27.118810
-83.202627,77.251904,111842.505089,27.713413
-83.199290,77.006797,112144.370365,28.173918
-83.196445,76.806470,112447.479917,28.534745
-83.193958,76.637389,112751.124357,28.825704
-83.191515,76.475429,113055.239576,29.100231
-83.219075,78.594562,110645.124982,25.077040
-83.214756,78.195282,110942.248893,25.873717
-83.211048,77.876556,111242.204635,26.495197
-83.207213,77.564296,111542.362705,27.103174
-83.203259,77.258377,111842.664503,27.697919
-83.199902,77.011539,112144.416288,28.162205
-83.197045,76.810194,112447.410875,28.525267
-83.194544,76.640003,112751.215669,28.818609
-83.192094,76.477484,113055.192290,29.094384
-83.219902,78.622390,110645.860549,25.015526
-83.215357,78.200150,110942.335732,25.862086
-83.211630,77.879482,111242.378878,26.487701
-83.207839,77.570723,111542.454493,27.087917
-83.203889,77.264739,111842.805501,27.682679
-83.200528,77.017350,112144.598052,28.148090
-83.197647,76.813974,112447.673110,28.515577
-83.195130,76.642544,112751.247682,28.811694
-83.192678,76.479860,113055.319825,29.087775
-83.220560,78.633409,110646.121885,24.990645
-83.215978,78.206896,110942.510748,25.846338
-83.212223,77.883321,111242.460592,26.478228
-83.208459,77.576562,111542.658115,27.073927
-83.204505,77.270002,111843.065597,27.669837
-83.201128,77.021175,112144.884646,28.138348
-83.198250,76.817927,112447.733840,28.505562
-83.195721,76.645556,112751.543433,28.803663
-83.193253,76.481676,113055.539453,29.082387
-83.221204,78.643010,110646.437357,24.968837
-83.216617,78.215271,110942.731746,25.827027
-83.212824,77.887859,111242.452537,26.467251
-83.209075,77.582128,111542.812382,27.060553
-83.205106,77.274126,111843.091832,27.659577
-83.201726,77.024881,112144.894307,28.128947
-83.198849,76.821587,112447.778448,28.496202
-83.196317,76.648846,112751.663572,28.795065
-83.193836,76.483962,113055.561520,29.076009
-83.221850,78.652859,110646.716289,24.946508
-83.217258,78.223888,110942.985632,25.807187
-83.213433,77.893223,111242.615659,26.454423
-83.209689,77.587555,111542.929630,27.047499
-83.205727,77.279724,111843.267320,27.646024
-83.202327,77.028798,112144.979120,28.119058
-83.199459,76.825973,112447.982402,28.485193
-83.196909,76.651916,112751.737722,28.786968
-83.194423,76.486609,113055.655622,29.068813
-83.222499,78.663095,110646.906722,24.923368
-83.217902,78.232768,110943.268329,25.786772
-83.214049,77.899054,111242.855627,26.440557
-83.210303,77.592959,111543.153556,27.034471
-83.206352,77.285747,111843.374098,27.631559
-83.202928,77.032659,112145.225574,28.109255
-83.200065,76.830145,112448.065173,28.474694
-83.197503,76.655027,112751.836723,28.778780
-83.195007,76.488981,113055.717255,29.062238
-83.223144,78.672912,110647.251269,24.901108
-83.218547,78.241725,110943.459033,25.766220
-83.214666,77.905099,111242.924309,26.426271
-83.210921,77.598698,111543.239236,27.020748
-83.206974,77.291482,111843.674960,27.617681
-83.203522,77.036116,112145.269829,28.100401
-83.200657,76.833274,112448.307570,28.466463
-83.198095,76.658083,112751.947818,28.770707
-83.195587,76.491113,113055.654784,29.056232
-83.223784,78.682245,110647.401841,24.879952
-83.219163,78.248017,110943.662963,25.751482
-83.215284,77.911120,111243.189771,26.411990
-83.211554,77.605699,111543.431851,27.004228
-83.207595,77.297166,111843.804317,27.603965
-83.204122,77.039901,112145.315451,28.090823
-83.201247,76.836286,112448.367433,28.458543
-83.198686,76.661066,112752.035237,28.762808
-83.196175,76.493734,113055.707220,29.049109
-83.224415,78.690656,110647.704013,24.860767
-83.219768,78.253295,110943.753322,25.738986
-83.215939,77.920488,111243.350605,26.390418
-83.212253,77.618132,111543.772313,26.975749
-83.208214,77.302727,111843.928258,27.590525
-83.204728,77.044249,112145.491075,28.079970
-83.201839,76.839423,112448.375484,28.450364
-83.199277,76.664052,112752.121139,28.754902
-83.196764,76.496517,113055.763750,29.041626
-83.225048,78.699350,110647.956273,24.840984
-83.220361,78.257526,110944.050682,25.728724
-83.216579,77.928544,111243.590045,26.371702
-83.212902,77.626503,111544.030774,26.956218
-83.208833,77.308250,111844.024102,27.577181
-83.205326,77.047904,112145.497481,28.070696
-83.202432,76.842585,112448.418714,28.442120
-83.199868,76.666998,112752.194741,28.747091
-83.197356,76.499471,113055.835978,29.033763
-83.225686,78.708476,110648.146299,24.820289
-83.220947,78.261069,110944.080452,25.720027
-83.217184,77.933451,111243.791298,26.359890
-83.213541,77.634034,111544.225464,26.938554
-83.209450,77.313605,111844.257122,27.564173
-83.205898,77.049662,112145.628274,28.065582
-83.203027,76.845968,112448.590631,28.433354
-83.200464,76.670337,112752.218890,28.738424
-83.197948,76.502425,113055.909696,29.025901
-83.226325,78.717785,110648.412972,24.799187
-83.221557,78.266838,110944.144597,25.706478
-83.217812,77.940492,111243.884984,26.343441
-83.214161,77.639996,111544.477059,26.924324
-83.210073,77.319494,111844.424353,27.550013
-83.206462,77.050807,112145.881097,28.061789
-83.203632,76.850035,112448.725526,28.423086
-83.201065,76.674016,112752.386182,28.728968
-83.198540,76.505349,113056.235818,29.018036
-83.226957,78.726394,110648.655495,24.779613
-83.222214,78.277002,110944.448804,25.683301
-83.218448,77.948217,111244.085352,26.325477
-83.214780,77.645813,111544.594587,26.910451
-83.210706,77.326109,111844.562590,27.534263
-83.207114,77.058587,112145.911715,28.043402
-83.204238,76.854193,112448.837110,28.412627
-83.201662,76.677374,112752.363309,28.720276
-83.199133,76.508404,113056.334353,29.009947
-83.227585,78.734601,110648.801285,24.760938
-83.222876,78.287648,110944.724226,25.659091
-83.219074,77.955038,111244.334961,26.309480
-83.215396,77.651485,111544.728637,26.896897
-83.211342,77.332990,111844.651370,27.517948
-83.207736,77.064160,112145.982559,28.029882
-83.204845,76.858457,112448.963176,28.401933
-83.202250,76.680183,112752.518246,28.712752
-83.199727,76.511513,113056.407939,29.001746
-83.228204,78.741927,110648.980116,24.744166
-83.223515,78.296163,110944.940528,25.639544
-83.219701,77.961992,111244.467532,26.293228
-83.216023,77.658029,111544.815337,26.881447
-83.211972,77.339486,111844.829481,27.502459
-83.208347,77.068827,112146.139608,28.018346
-83.205455,76.862916,112449.096020,28.390806
-83.202831,76.682432,112752.646239,28.706478
-83.200327,76.515041,113056.311640,28.992666
-83.228826,78.749571,110649.275875,24.726684
-83.224136,78.303068,110945.181423,25.623499
-83.220320,77.968236,111244.689743,26.278509
-83.216664,77.665805,111545.094555,26.863249
-83.212606,77.346218,111845.069036,27.486442
-83.208951,77.073054,112146.352402,28.007767
-83.206064,76.867326,112449.107419,28.379825
-83.203413,76.684719,112752.614787,28.700165
-83.200922,76.518207,113056.417601,28.984335
-83.229469,78.759312,110649.454110,24.704703
-83.224755,78.309697,110945.270646,25.608096
-83.220926,77.973327,111244.902024,26.266317
-83.217277,77.671171,111545.183753,26.850390
-83.213241,77.353050,111845.333580,27.470202
-83.209561,77.077630,112146.435935,27.996455
-83.206669,76.871405,112449.383727,28.369505
-83.204006,76.687882,112752.850311,28.691842
-83.201513,76.521059,113056.712256,28.976646
-83.230125,78.770403,110649.831277,24.679764
-83.225376,78.316567,110945.495502,25.592141
-83.221523,77.977648,111244.939443,26.255851
-83.217876,77.675424,111545.421794,26.839933
-83.213869,77.359414,111845.425146,27.455042
-83.210173,77.082435,112146.511669,27.984644
-83.207267,76.874991,112449.470872,28.360331
-83.204591,76.690434,112752.979437,28.684901
-83.202109,76.524353,113056.604911,28.968094
-83.230811,78.784748,110650.202118,24.647807
-83.226014,78.325082,110945.689934,25.572622
-83.222113,77.981359,111245.025478,26.246708
-83.218481,77.680189,111545.432881,26.828417
-83.214491,77.365218,111845.576923,27.441103
-83.210787,77.087390,112146.628086,27.972494
-83.207865,76.878654,112449.554373,28.350988
-83.205176,76.692983,112752.911055,28.678022
-83.202704,76.527531,113056.817826,28.959712
-83.231481,78.797370,110650.526092,24.619595
-83.226668,78.335091,110945.982318,25.549840
-83.222698,77.984559,111245.309650,26.238632
-83.219089,77.685186,111545.576980,26.816360
-83.215114,77.371082,111845.724604,27.427036
-83.211401,77.092324,112146.750988,27.960391
-83.208463,76.882191,112449.616541,28.341933
-83.205769,76.696069,112752.922410,28.669937
-83.203291,76.530143,113056.941233,28.952608
-83.232083,78.803048,110650.564996,24.606457
-83.227320,78.344926,110946.196932,25.527462
-83.223325,77.991543,111245.369494,26.222358
-83.219707,77.690994,111545.834114,26.802504
-83.215733,77.376746,111845.848586,27.413421
-83.212014,77.097207,112146.872789,27.948406
-83.209064,76.886047,112449.650400,28.332182
-83.206355,76.698735,112753.214132,28.662703
-83.203871,76.532236,113057.022008,28.946666
-83.232723,78.812616,110650.872994,24.584861
-83.228039,78.361143,110946.660786,25.491169
-83.223970,78.000123,111245.520450,26.202583
-83.220332,77.697408,111545.958099,26.787357
-83.216352,77.382338,111846.106668,27.399932
-83.212625,77.101955,112146.997885,27.936720
-83.209665,76.889846,112449.911347,28.322500
-83.206944,76.701606,112753.215464,28.655098
-83.204448,76.534209,113057.039565,28.941011
-83.233384,78.824455,110651.224891,24.558362
-83.228665,78.368601,110946.882998,25.473974
-83.224596,78.007072,111245.786655,26.186344
-83.220941,77.702540,111546.074251,26.775024
-83.216974,77.388229,111846.178736,27.385839
-83.213233,77.106464,112147.273266,27.925524
-83.210271,76.894075,112449.873705,28.311949
-83.207533,76.704440,112753.165342,28.647592
-83.205027,76.536270,113057.025771,28.935170
-83.234028,78.834535,110651.450002,24.535697
-83.229286,78.375529,110947.064495,25.457941
-83.225197,78.011745,111245.916712,26.175106
-83.221547,77.707380,111546.208612,26.763328
-83.217603,77.394572,111846.369189,27.370727
-83.213846,77.111404,112147.344973,27.913436
-83.210869,76.897660,112450.026510,28.302772
-83.208128,76.707718,112753.298601,28.639054
-83.205611,76.538645,113057.046758,28.928624
-83.234670,78.844409,110651.736966,24.513470
-83.229916,78.383376,110947.250121,25.439918
-83.225803,78.016880,111246.025813,26.162869
-83.222156,77.712485,111546.337371,26.751057
-83.218240,77.401685,111846.603829,27.353916
-83.214465,77.116749,112147.429116,27.900455
-83.211466,76.901207,112450.107415,28.293701
-83.208731,76.711549,112753.376886,28.629311
-83.206193,76.540921,113057.160994,28.922274
-83.235322,78.855357,110652.017110,24.488938
-83.230542,78.390844,110947.416462,25.422729
-83.226424,78.023382,111246.250586,26.147628
-83.222765,77.717650,111546.463188,26.738658
-83.218886,77.409480,111846.856907,27.335608
-83.215083,77.122033,112147.703580,27.887559
-83.212071,76.905313,112450.221264,28.283388
-83.209345,76.716220,112753.466487,28.617711
-83.206775,76.543212,113057.259523,28.915897
-83.235977,78.866588,110652.319818,24.463799
-83.231169,78.398353,110947.665723,25.405437
-83.227047,78.030054,111246.387458,26.132043
-83.223375,77.722804,111546.710528,26.726257
-83.219543,77.418218,111847.052123,27.315254
-83.215705,77.127588,112147.819816,27.874116
-83.212657,76.908068,112450.408064,28.276040
-83.209942,76.719670,112753.657726,28.608782
-83.207359,76.545658,113057.301571,28.909192
-83.236607,78.875312,110652.499297,24.444103
-83.231801,78.406463,110947.908630,25.386848
-83.227716,78.040870,111246.654600,26.107402
-83.223992,77.728649,111546.866997,26.712370
-83.220207,77.427424,111847.315095,27.293861
-83.216320,77.132652,112147.989183,27.861742
